keyword_country,keyword_raw,keyword,kw_match,kw_match_lower,is_hashtag,is_ascii,is_cjk,stance_original,stance_primary,notes,context,match_mode,regex_pattern
Global,#WhyIStayed,#WhyIStayed,WhyIStayed,whyistayed,True,True,False,Support,Support,,2014 precursor on domestic violence (Ray Rice case).,regex,(?:^|[^\p{L}\p{N}_])whyistayed(?:[^\p{L}\p{N}_]|$)
Global,#YesAllWomen,#YesAllWomen,YesAllWomen,yesallwomen,True,True,False,Support,Support,,2014 precursor (post-Isla Vista killings); ubiquity of misogyny/harassment.,regex,(?:^|[^\p{L}\p{N}_])yesallwomen(?:[^\p{L}\p{N}_]|$)
Global,false accusations / due process,false accusations,false accusations,false accusations,False,True,False,Backlash,Backlash,,Core backlash vocabulary in commentary and legal-pushback coverage.,regex,(?:^|[^\p{L}\p{N}_])false\ accusations(?:[^\p{L}\p{N}_]|$)
Global,false accusations / due process,due process,due process,due process,False,True,False,Backlash,Backlash,,Core backlash vocabulary in commentary and legal-pushback coverage.,regex,(?:^|[^\p{L}\p{N}_])due\ process(?:[^\p{L}\p{N}_]|$)
Global,witch hunt / #WitchHunt,witch hunt,witch hunt,witch hunt,False,True,False,Backlash,Backlash,,"Dominant backlash frame in op-eds worldwide (local equivalents: caccia alle streghe, Hexenjagd, chasse aux sorcieres, okhota na vedm).",regex,(?:^|[^\p{L}\p{N}_])witch\ hunt(?:[^\p{L}\p{N}_]|$)
Global,witch hunt / #WitchHunt,#WitchHunt,WitchHunt,witchhunt,True,True,False,Backlash,Backlash,,"Dominant backlash frame in op-eds worldwide (local equivalents: caccia alle streghe, Hexenjagd, chasse aux sorcieres, okhota na vedm).",regex,(?:^|[^\p{L}\p{N}_])witchhunt(?:[^\p{L}\p{N}_]|$)
Latin America,#ConMisHijosNoTeMetas,#ConMisHijosNoTeMetas,ConMisHijosNoTeMetas,conmishijosnotemetas,True,True,False,Backlash,Backlash,,Translates to 'Don't mess with my children' - a broader anti-gender-ideology tag used to push back against feminist initiatives.,regex,(?:^|[^\p{L}\p{N}_])conmishijosnotemetas(?:[^\p{L}\p{N}_]|$)
Afghanistan,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Afghanistan,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global Localized,Support,,Afghanistan: #MeToo spread but women reporting harassment faced high safety risks; local searches often rely on global #MeToo plus Dari/Pashto terms.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Afghanistan,#MeTooAfghanistan,#MeTooAfghanistan,MeTooAfghanistan,metooafghanistan,True,True,False,Support,Support,,Limited wave 2018 around harassment allegations in government offices; 2018-19 Afghanistan Football Federation scandal (president Keramuddin Karim banned by FIFA for abusing women players).,regex,(?:^|[^\p{L}\p{N}_])metooafghanistan(?:[^\p{L}\p{N}_]|$)
Afghanistan,#من_هم,#من_هم,من_هم,من_هم,True,False,False,Support / Translation,Support,,Persian/Dari equivalent of #MeToo. Translation/Gloss: Me too.,substr,
Afghanistan,Keramuddin Karim,Keramuddin Karim,Keramuddin Karim,keramuddin karim,False,True,False,Support / Case,Support,,AFF president accused of sexually abusing national-team players; FIFA life ban 2019.,regex,(?:^|[^\p{L}\p{N}_])keramuddin\ karim(?:[^\p{L}\p{N}_]|$)
Afghanistan,آزار جنسی,آزار جنسی,آزار جنسی,آزار جنسی,False,False,False,Support / Generic Term,Support,,'Sexual harassment' - corpus-recall term for Dari/Persian coverage.,substr,
Afghanistan,آزار_جنسی,آزار_جنسی,آزار_جنسی,آزار_جنسی,False,False,False,Support / Search Term,Support,,Persian/Dari publication/search keyword. Translation/Gloss: sexual harassment/sexual abuse.,substr,
Åland Islands,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Åland Islands,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Åland Islands,#tystnadtagning,#tystnadtagning,tystnadtagning,tystnadtagning,True,True,False,Support / Sectoral,Support,,"Swedish theatre/film sector hashtag, the first joint Swedish #MeToo call. Translation/Gloss: silent shoot.",regex,(?:^|[^\p{L}\p{N}_])tystnadtagning(?:[^\p{L}\p{N}_]|$)
Åland Islands,sexuella trakasserier,sexuella trakasserier,sexuella trakasserier,sexuella trakasserier,False,True,False,Support / Search Term,Support,,Swedish publication/search keyword. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])sexuella\ trakasserier(?:[^\p{L}\p{N}_]|$)
Albania,#EdheUnë,#EdheUnë,EdheUnë,edheunë,True,False,False,Support / Translation,Support,,Albanian equivalent of #MeToo. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])edheunë(?:[^\p{L}\p{N}_]|$)
Albania,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Albania,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Albania,ngacmim seksual,ngacmim seksual,ngacmim seksual,ngacmim seksual,False,True,False,Support / Generic Term,Support,,'Sexual harassment'; no distinctive national hashtag wave documented - generic #MeToo used.,regex,(?:^|[^\p{L}\p{N}_])ngacmim\ seksual(?:[^\p{L}\p{N}_]|$)
Algeria,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Algeria,#JusticePourChaima / #كلنا_شيماء,#JusticePourChaima,JusticePourChaima,justicepourchaima,True,True,False,Support,Support,,Oct 2020: rape and murder of 19-year-old Chaima sparked national outrage and anti-femicide mobilization ('we are all Chaima').,regex,(?:^|[^\p{L}\p{N}_])justicepourchaima(?:[^\p{L}\p{N}_]|$)
Algeria,#JusticePourChaima / #كلنا_شيماء,#كلنا_شيماء,كلنا_شيماء,كلنا_شيماء,True,False,False,Support,Support,,Oct 2020: rape and murder of 19-year-old Chaima sparked national outrage and anti-femicide mobilization ('we are all Chaima').,substr,
Algeria,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Algeria,#MosqueMeToo,#MosqueMeToo,MosqueMeToo,mosquemetoo,True,True,False,Support / Adjacent,Support,,"Hashtag for Muslim women's accounts of harassment/abuse during Hajj, in mosques, or in religious spaces. Translation/Gloss: MeToo in mosque/Hajj contexts.",regex,(?:^|[^\p{L}\p{N}_])mosquemetoo(?:[^\p{L}\p{N}_]|$)
Algeria,#أنا_أيضا,#أنا_أيضا,أنا_أيضا,أنا_أيضا,True,False,False,Support / Translation,Support,,Formal Arabic equivalent of #MeToo. Translation/Gloss: Me too / I also.,substr,
Algeria,#أنا_كمان,#أنا_كمان,أنا_كمان,أنا_كمان,True,False,False,Support / Translation,Support,,Arabic #MeToo counterpart used across Arabic-speaking social media. Translation/Gloss: Me too.,substr,
Algeria,Féminicides Algérie,Féminicides Algérie,Féminicides Algérie,féminicides algérie,False,False,False,Support,Support,,Activist femicide-counting project; central node of Algerian coverage of violence against women.,regex,(?:^|[^\p{L}\p{N}_])féminicides\ algérie(?:[^\p{L}\p{N}_]|$)
Algeria,التحرش_الجنسي,التحرش_الجنسي,التحرش_الجنسي,التحرش_الجنسي,False,False,False,Support / Search Term,Support,,Arabic publication/search keyword. Translation/Gloss: sexual harassment.,substr,
Algeria,العنف_ضد_المرأة,العنف_ضد_المرأة,العنف_ضد_المرأة,العنف_ضد_المرأة,False,False,False,Support / Search Term,Support,,Arabic publication/search keyword. Translation/Gloss: violence against women.,substr,
American Samoa,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
American Samoa,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Andorra,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Andorra,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Andorra,#YoTambién / #JoTambé / #BalanceTonPorc,#YoTambién,YoTambién,yotambién,True,False,False,Support,Support,,No distinct national movement; Catalan/Spanish/French tags circulate given media sphere.,regex,(?:^|[^\p{L}\p{N}_])yotambién(?:[^\p{L}\p{N}_]|$)
Andorra,#YoTambién / #JoTambé / #BalanceTonPorc,#JoTambé,JoTambé,jotambé,True,False,False,Support,Support,,No distinct national movement; Catalan/Spanish/French tags circulate given media sphere.,regex,(?:^|[^\p{L}\p{N}_])jotambé(?:[^\p{L}\p{N}_]|$)
Andorra,#YoTambién / #JoTambé / #BalanceTonPorc,#BalanceTonPorc,BalanceTonPorc,balancetonporc,True,True,False,Support,Support,,No distinct national movement; Catalan/Spanish/French tags circulate given media sphere.,regex,(?:^|[^\p{L}\p{N}_])balancetonporc(?:[^\p{L}\p{N}_]|$)
Angola,#ChegaDeFiuFiu,#ChegaDeFiuFiu,ChegaDeFiuFiu,chegadefiufiu,True,True,False,Support / Adjacent,Support,,Brazil-origin anti-street-harassment campaign; relevant for Portuguese-language searches. Translation/Gloss: Enough with catcalling.,regex,(?:^|[^\p{L}\p{N}_])chegadefiufiu(?:[^\p{L}\p{N}_]|$)
Angola,#EuTambém,#EuTambém,EuTambém,eutambém,True,False,False,Support / Translation,Support,,Portuguese equivalent of #MeToo. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])eutambém(?:[^\p{L}\p{N}_]|$)
Angola,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Angola,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Angola,#PrimeiroAssédio,#PrimeiroAssédio,PrimeiroAssédio,primeiroassédio,True,False,False,Support / Adjacent,Support,,Brazil-origin hashtag where women shared first harassment experiences. Translation/Gloss: First harassment.,regex,(?:^|[^\p{L}\p{N}_])primeiroassédio(?:[^\p{L}\p{N}_]|$)
Angola,assédio sexual,assédio sexual,assédio sexual,assédio sexual,False,False,False,Support / Generic Term,Support,,No documented national hashtag movement; generic Portuguese term for recall.,regex,(?:^|[^\p{L}\p{N}_])assédio\ sexual(?:[^\p{L}\p{N}_]|$)
Anguilla,#BelieveWomen,#BelieveWomen,BelieveWomen,believewomen,True,True,False,Support / Solidarity,Support,,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.,regex,(?:^|[^\p{L}\p{N}_])believewomen(?:[^\p{L}\p{N}_]|$)
Anguilla,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Anguilla,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Anguilla,#TimesUp,#TimesUp,TimesUp,timesup,True,True,False,Support / Solidarity,Support,,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.,regex,(?:^|[^\p{L}\p{N}_])timesup(?:[^\p{L}\p{N}_]|$)
Anguilla,sexual harassment,sexual harassment,sexual harassment,sexual harassment,False,True,False,Support / Search Term,Support,,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])sexual\ harassment(?:[^\p{L}\p{N}_]|$)
Anguilla,violence against women,violence against women,violence against women,violence against women,False,True,False,Support / Search Term,Support,,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.,regex,(?:^|[^\p{L}\p{N}_])violence\ against\ women(?:[^\p{L}\p{N}_]|$)
Antarctica,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Antarctica,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Antigua and Barbuda,#BelieveWomen,#BelieveWomen,BelieveWomen,believewomen,True,True,False,Support / Solidarity,Support,,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.,regex,(?:^|[^\p{L}\p{N}_])believewomen(?:[^\p{L}\p{N}_]|$)
Antigua and Barbuda,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Antigua and Barbuda,#LifeInLeggings,#LifeInLeggings,LifeInLeggings,lifeinleggings,True,True,False,Support,Support,,"Caribbean movement founded in Barbados (Nov 2016, Ronelle King) documenting everyday harassment; spread across the anglophone Caribbean.",regex,(?:^|[^\p{L}\p{N}_])lifeinleggings(?:[^\p{L}\p{N}_]|$)
Antigua and Barbuda,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Antigua and Barbuda,#TimesUp,#TimesUp,TimesUp,timesup,True,True,False,Support / Solidarity,Support,,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.,regex,(?:^|[^\p{L}\p{N}_])timesup(?:[^\p{L}\p{N}_]|$)
Antigua and Barbuda,sexual harassment,sexual harassment,sexual harassment,sexual harassment,False,True,False,Support / Search Term,Support,,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])sexual\ harassment(?:[^\p{L}\p{N}_]|$)
Antigua and Barbuda,violence against women,violence against women,violence against women,violence against women,False,True,False,Support / Search Term,Support,,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.,regex,(?:^|[^\p{L}\p{N}_])violence\ against\ women(?:[^\p{L}\p{N}_]|$)
Argentina,#Cuéntalo,#Cuéntalo,Cuéntalo,cuéntalo,True,False,False,Support / Adjacent,Support,,Spanish testimony hashtag associated especially with Spain and the La Manada reckoning; useful across Spanish-language searches. Translation/Gloss: Tell it / tell your story.,regex,(?:^|[^\p{L}\p{N}_])cuéntalo(?:[^\p{L}\p{N}_]|$)
Argentina,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Argentina,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Argentina,#MiraComoNosPonemos,#MiraComoNosPonemos,MiraComoNosPonemos,miracomonosponemos,True,True,False,Support / Solidarity,Support,,Argentina: mass solidarity slogan after Thelma Fardin accused actor Juan Darthes of rape; the case became a landmark Argentine #MeToo moment. Translation/Gloss: Look how we get / this is how we react.,regex,(?:^|[^\p{L}\p{N}_])miracomonosponemos(?:[^\p{L}\p{N}_]|$)
Argentina,#MiráCómoNosPonemos,#MiráCómoNosPonemos,MiráCómoNosPonemos,mirácómonosponemos,True,False,False,Support,Support,,Translates to 'Look how you make us'.,regex,(?:^|[^\p{L}\p{N}_])mirácómonosponemos(?:[^\p{L}\p{N}_]|$)
Argentina,#NiUnaMenos,#NiUnaMenos,NiUnaMenos,niunamenos,True,True,False,Support / Adjacent,Support,,Latin American movement against femicide and violence against women; often overlaps with #MeToo-adjacent activism. Translation/Gloss: Not one woman less.,regex,(?:^|[^\p{L}\p{N}_])niunamenos(?:[^\p{L}\p{N}_]|$)
Argentina,#YoSíTeCreo,#YoSíTeCreo,YoSíTeCreo,yosítecreo,True,False,False,Support / Solidarity,Support,,Spanish solidarity tag/phrase used around sexual-violence testimony and belief of survivors. Translation/Gloss: I do believe you.,regex,(?:^|[^\p{L}\p{N}_])yosítecreo(?:[^\p{L}\p{N}_]|$)
Argentina,#YoTambién,#YoTambién,YoTambién,yotambién,True,False,False,Support / Translation,Support,,Spanish-language equivalent of #MeToo; documented in global/regional lists. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])yotambién(?:[^\p{L}\p{N}_]|$)
Argentina,#YoTeCreo / #NoEsNo / #VivasNosQueremos,#YoTeCreo,YoTeCreo,yotecreo,True,True,False,Support,Support,,Solidarity and anti-violence tags used alongside NiUnaMenos.,regex,(?:^|[^\p{L}\p{N}_])yotecreo(?:[^\p{L}\p{N}_]|$)
Argentina,#YoTeCreo / #NoEsNo / #VivasNosQueremos,#NoEsNo,NoEsNo,noesno,True,True,False,Support,Support,,Solidarity and anti-violence tags used alongside NiUnaMenos.,regex,(?:^|[^\p{L}\p{N}_])noesno(?:[^\p{L}\p{N}_]|$)
Argentina,#YoTeCreo / #NoEsNo / #VivasNosQueremos,#VivasNosQueremos,VivasNosQueremos,vivasnosqueremos,True,True,False,Support,Support,,Solidarity and anti-violence tags used alongside NiUnaMenos.,regex,(?:^|[^\p{L}\p{N}_])vivasnosqueremos(?:[^\p{L}\p{N}_]|$)
Argentina,acoso sexual,acoso sexual,acoso sexual,acoso sexual,False,True,False,Support / Search Term,Support,,Spanish publication/search keyword. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])acoso\ sexual(?:[^\p{L}\p{N}_]|$)
Argentina,feminazi,feminazi,feminazi,feminazi,False,True,False,Backlash,Backlash,,Pan-Hispanic derogatory label for feminists; standard backlash marker in es-language coverage.,regex,(?:^|[^\p{L}\p{N}_])feminazi(?:[^\p{L}\p{N}_]|$)
Armenia,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Armenia,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Armenia,#Բռնության_ձայնը (Brnutyan Dzayne),#Բռնության_ձայնը (Brnutyan Dzayne),Բռնության_ձայնը (Brnutyan Dzayne),բռնության_ձայնը (brnutyan dzayne),True,False,False,Support,Support,,"'Voices of Violence', July 2019: after Hetq published a Czech woman's assault account, journalist Lucy Kocharyan published anonymous survivor stories; called Armenia's MeToo.",regex,(?:^|[^\p{L}\p{N}_])բռնության_ձայնը\ \(brnutyan\ dzayne\)(?:[^\p{L}\p{N}_]|$)
Armenia,#ԵսԷլ,#ԵսԷլ,ԵսԷլ,եսէլ,True,False,False,Support / Translation,Support,,Armenian equivalent of #MeToo. Translation/Gloss: Me too.,substr,
Armenia,Ստամբուլյան կոնվենցիա (Istanbul Convention),Ստամբուլյան կոնվենցիա (Istanbul Convention),Ստամբուլյան կոնվենցիա (Istanbul Convention),ստամբուլյան կոնվենցիա (istanbul convention),False,False,False,Backlash / Context,Backlash,,Backlash claimed the campaign faked stories to push Istanbul Convention ratification; conservative anti-convention discourse is the main counter-frame.,regex,(?:^|[^\p{L}\p{N}_])ստամբուլյան\ կոնվենցիա\ \(istanbul\ convention\)(?:[^\p{L}\p{N}_]|$)
